node_id,name,tier,region,category,failed_firms,failed_oems,production_value_at_risk,share_of_oem_value,deepest_cascade,rank_impact,rank_customers,rank_betweenness,rank_pagerank,betweenness,pagerank,customers,best_centrality_rank,rank_gap
RAW_MATERIAL_0346,Prendel Minerals - Bac Ninh,RAW_MATERIAL,Southeast Asia,Crude industrial gas,0,0,0.0,0.0,0,326,774.0,1111.0,250.0,0.0,0.0006095286872130893,3.0,250.0,-76.0
RAW_MATERIAL_0347,Rivet Minerals - Sanand,RAW_MATERIAL,South Asia,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0348,Ulvid Minerals - Antofagasta,RAW_MATERIAL,Rest of World,Copper,1,0,0.0,0.0,1,326,774.0,1111.0,424.0,0.0,0.00042987092310689025,3.0,424.0,98.0
RAW_MATERIAL_0349,Mervi Feedstock - Guadalajara,RAW_MATERIAL,North America,Copper,1,0,0.0,0.0,1,326,213.0,1111.0,67.0,0.0,0.0013625320584354362,12.0,67.0,-259.0
RAW_MATERIAL_0350,Trellis Minerals - Antofagasta,RAW_MATERIAL,Rest of World,Crude industrial gas,0,0,0.0,0.0,0,326,975.0,1111.0,491.0,0.0,0.0003845521746126562,2.0,491.0,165.0
RAW_MATERIAL_0351,Umber Minerals - Bengaluru,RAW_MATERIAL,South Asia,Bulk chemical,0,0,0.0,0.0,0,326,975.0,1111.0,600.0,0.0,0.0003298825049389841,2.0,600.0,274.0
RAW_MATERIAL_0352,Holt Resources - Xi'an,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0353,Kestrel Minerals - Grenoble,RAW_MATERIAL,Europe,Substrate resin,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0354,Korrin Minerals - Xi'an 2,RAW_MATERIAL,China,Copper,0,0,0.0,0.0,0,326,774.0,1111.0,701.0,0.0,0.0002936605897624237,3.0,701.0,375.0
RAW_MATERIAL_0355,Dyne Extraction - Antofagasta,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,975.0,1111.0,486.0,0.0,0.00038637736558065654,2.0,486.0,160.0
RAW_MATERIAL_0356,Ystad Extraction - Kolwezi,RAW_MATERIAL,Rest of World,Copper,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0357,Quarn Minerals - Ottawa,RAW_MATERIAL,North America,Substrate resin,0,0,0.0,0.0,0,326,1211.0,1111.0,1049.0,0.0,0.0002084665771752996,1.0,1049.0,723.0
RAW_MATERIAL_0358,Rivet Feedstock - Dresden,RAW_MATERIAL,Europe,Copper,0,0,0.0,0.0,0,326,1211.0,1111.0,1408.0,0.0,0.00013713621859200915,1.0,1111.0,785.0
RAW_MATERIAL_0359,Wend Resources - Antofagasta,RAW_MATERIAL,Rest of World,Silicon feedstock,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0360,Quarn Resources - Kumamoto,RAW_MATERIAL,Japan,Bulk chemical,0,0,0.0,0.0,0,326,774.0,1111.0,502.0,0.0,0.0003760419861405705,3.0,502.0,176.0
RAW_MATERIAL_0361,Yarrow Minerals - Kumamoto 2,RAW_MATERIAL,Japan,Copper,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0362,Renbeck Feedstock - Antofagasta 2,RAW_MATERIAL,Rest of World,Rare earth elements,0,0,0.0,0.0,0,326,1211.0,1111.0,856.0,0.0,0.0002503187617838191,1.0,856.0,530.0
RAW_MATERIAL_0363,Kestrel Feedstock - Tainan,RAW_MATERIAL,Taiwan,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0364,Calder Feedstock - Hiroshima,RAW_MATERIAL,Japan,Bulk chemical,0,0,0.0,0.0,0,326,407.0,1111.0,278.0,0.0,0.0005569048256431217,7.0,278.0,-48.0
RAW_MATERIAL_0365,Palter Extraction - Taichung 2,RAW_MATERIAL,Taiwan,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0366,Dyne Resources - Hillsboro,RAW_MATERIAL,North America,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0367,Doran Extraction - Crolles,RAW_MATERIAL,Europe,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1379.0,0.0,0.00014302886581594125,1.0,1111.0,785.0
RAW_MATERIAL_0368,Yarrow Minerals - Villach,RAW_MATERIAL,Europe,Substrate resin,0,0,0.0,0.0,0,326,457.0,1111.0,279.0,0.0,0.000555993938266639,6.0,279.0,-47.0
RAW_MATERIAL_0369,Korrin Resources - Hyderabad,RAW_MATERIAL,South Asia,Silicon feedstock,0,0,0.0,0.0,0,326,1211.0,1111.0,1103.0,0.0,0.00019884786908036165,1.0,1103.0,777.0
RAW_MATERIAL_0370,Palter Feedstock - Shenzhen,RAW_MATERIAL,China,Gold,0,0,0.0,0.0,0,326,407.0,1111.0,288.0,0.0,0.0005477937431594224,7.0,288.0,-38.0
RAW_MATERIAL_0371,Trellis Feedstock - Johannesburg,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1111.0,0.0,0.00019730599461302776,1.0,1111.0,785.0
RAW_MATERIAL_0372,Isar Extraction - Gumi,RAW_MATERIAL,Korea,Substrate resin,0,0,0.0,0.0,0,326,549.0,1111.0,438.0,0.0,0.00041784181556215005,5.0,438.0,112.0
RAW_MATERIAL_0373,Renbeck Feedstock - Dalian,RAW_MATERIAL,China,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,750.0,0.0,0.0002777516158211877,1.0,750.0,424.0
RAW_MATERIAL_0374,Dyne Resources - Xi'an,RAW_MATERIAL,China,Crude industrial gas,0,0,0.0,0.0,0,326,774.0,1111.0,761.0,0.0,0.00027398784001576404,3.0,761.0,435.0
RAW_MATERIAL_0375,Stade Extraction - Kolwezi,RAW_MATERIAL,Rest of World,Silicon feedstock,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0376,Gethin Extraction - Johannesburg,RAW_MATERIAL,Rest of World,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0377,Mervi Resources - Shenzhen,RAW_MATERIAL,China,Silicon feedstock,1,0,0.0,0.0,1,326,1211.0,1111.0,1388.0,0.0,0.0001418898938256309,1.0,1111.0,785.0
RAW_MATERIAL_0378,Ulvid Extraction - Crolles,RAW_MATERIAL,Europe,Crude industrial gas,0,0,0.0,0.0,0,326,774.0,1111.0,436.0,0.0,0.00041921977193015275,3.0,436.0,110.0
RAW_MATERIAL_0379,Korrin Minerals - Shanghai,RAW_MATERIAL,China,Copper,0,0,0.0,0.0,0,326,638.0,1111.0,446.0,0.0,0.0004145368556362255,4.0,446.0,120.0
RAW_MATERIAL_0380,Ivex Extraction - Chengdu,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,267.0,1111.0,225.0,0.0,0.0006440838302294176,10.0,225.0,-101.0
RAW_MATERIAL_0382,Stade Minerals - Bangkok,RAW_MATERIAL,Southeast Asia,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0383,Solvex Extraction - Xi'an 2,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0384,Rivet Feedstock - Eindhoven,RAW_MATERIAL,Europe,Substrate resin,0,0,0.0,0.0,0,326,1211.0,1111.0,1412.0,0.0,0.0001365562320877665,1.0,1111.0,785.0
RAW_MATERIAL_0385,Vantor Feedstock - Perth,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0386,Nevin Minerals - Austin,RAW_MATERIAL,North America,Gold,0,0,0.0,0.0,0,326,975.0,1111.0,840.0,0.0,0.00025423908617301985,2.0,840.0,514.0
RAW_MATERIAL_0387,Korrin Feedstock - Bengaluru,RAW_MATERIAL,South Asia,Bulk chemical,0,0,0.0,0.0,0,326,549.0,1111.0,409.0,0.0,0.0004443838441957938,5.0,409.0,83.0
RAW_MATERIAL_0388,Kestrel Extraction - Xi'an,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,549.0,1111.0,157.0,0.0,0.0007915608079217799,5.0,157.0,-169.0
RAW_MATERIAL_0389,Lethe Resources - Yokkaichi,RAW_MATERIAL,Japan,Copper,0,0,0.0,0.0,0,326,1211.0,1111.0,1304.0,0.0,0.00015592685463578998,1.0,1111.0,785.0
RAW_MATERIAL_0390,Noral Minerals - Tianjin,RAW_MATERIAL,China,Crude industrial gas,1,0,0.0,0.0,1,326,1211.0,1111.0,894.0,0.0,0.00024151095732109583,1.0,894.0,568.0
RAW_MATERIAL_0392,Halcy Extraction - Belo Horizonte,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,549.0,1111.0,335.0,0.0,0.0004962303853820294,5.0,335.0,9.0
RAW_MATERIAL_0393,Faryn Feedstock - Dalian,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,975.0,1111.0,1021.0,0.0,0.00021584103652107955,2.0,975.0,649.0
RAW_MATERIAL_0394,Elstow Feedstock - Grenoble,RAW_MATERIAL,Europe,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1132.0,0.0,0.00019402107637450273,1.0,1111.0,785.0
RAW_MATERIAL_0395,Oxbow Minerals - Shanghai,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1297.0,0.0,0.00015739089261091968,1.0,1111.0,785.0
RAW_MATERIAL_0396,Verity Minerals - Pune,RAW_MATERIAL,South Asia,Substrate resin,0,0,0.0,0.0,0,326,774.0,1111.0,439.0,0.0,0.0004176942805752938,3.0,439.0,113.0
RAW_MATERIAL_0397,Thorne Extraction - Sanand,RAW_MATERIAL,South Asia,Copper,0,0,0.0,0.0,0,326,1211.0,1111.0,827.0,0.0,0.00025776396430352835,1.0,827.0,501.0
RAW_MATERIAL_0398,Trellis Feedstock - Yokkaichi,RAW_MATERIAL,Japan,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1429.0,0.0,0.00013203902423096232,1.0,1111.0,785.0
RAW_MATERIAL_0399,Wexler Feedstock - Dalian,RAW_MATERIAL,China,Silicon feedstock,0,0,0.0,0.0,0,326,975.0,1111.0,577.0,0.0,0.0003410634801038041,2.0,577.0,251.0
RAW_MATERIAL_0400,Holt Resources - Wuxi,RAW_MATERIAL,China,Copper,0,0,0.0,0.0,0,326,457.0,1111.0,90.0,0.0,0.0010994891079715507,6.0,90.0,-236.0
RAW_MATERIAL_0401,Orvid Resources - Belo Horizonte,RAW_MATERIAL,Rest of World,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0402,Stade Feedstock - Belo Horizonte,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,774.0,1111.0,716.0,0.0,0.0002881070194014277,3.0,716.0,390.0
RAW_MATERIAL_0403,Umber Resources - Chengdu,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,457.0,1111.0,289.0,0.0,0.0005469760632736904,6.0,289.0,-37.0
RAW_MATERIAL_0404,Holt Minerals - Icheon,RAW_MATERIAL,Korea,Bulk chemical,0,0,0.0,0.0,0,326,457.0,1111.0,243.0,0.0,0.0006198081196956142,6.0,243.0,-83.0
RAW_MATERIAL_0405,Cortex Extraction - Kolwezi,RAW_MATERIAL,Rest of World,Copper,0,0,0.0,0.0,0,326,1211.0,1111.0,1479.0,0.0,0.00012551762036900545,1.0,1111.0,785.0
RAW_MATERIAL_0406,Lumen Feedstock - Chengdu,RAW_MATERIAL,China,Rare earth elements,6,0,0.0,0.0,2,326,132.0,1111.0,27.0,0.0,0.002205075342827038,17.0,27.0,-299.0
RAW_MATERIAL_0407,Lumen Minerals - Kolwezi,RAW_MATERIAL,Rest of World,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,974.0,0.0,0.0002252074510187074,1.0,974.0,648.0
RAW_MATERIAL_0408,Verity Feedstock - Guadalajara,RAW_MATERIAL,North America,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1433.0,0.0,0.00013141243649445296,1.0,1111.0,785.0
RAW_MATERIAL_0409,Thorne Resources - Kitakyushu,RAW_MATERIAL,Japan,Bulk chemical,1,0,0.0,0.0,1,326,234.0,1111.0,98.0,0.0,0.0010555752314669047,11.0,98.0,-228.0
RAW_MATERIAL_0410,Ystad Minerals - Hsinchu,RAW_MATERIAL,Taiwan,Substrate resin,3,0,0.0,0.0,2,326,121.0,1111.0,51.0,0.0,0.001607438315052382,18.0,51.0,-275.0
RAW_MATERIAL_0411,Korrin Resources - Chengdu,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,774.0,1111.0,356.0,0.0,0.0004804006071560064,3.0,356.0,30.0
RAW_MATERIAL_0412,Quarn Minerals - Cheongju,RAW_MATERIAL,Korea,Bulk chemical,0,0,0.0,0.0,0,326,638.0,1111.0,582.0,0.0,0.0003392711773770849,4.0,582.0,256.0
RAW_MATERIAL_0413,Mordant Extraction - Pune,RAW_MATERIAL,South Asia,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0414,Thorne Minerals - Belo Horizonte,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,924.0,0.0,0.00023636803358097926,1.0,924.0,598.0
RAW_MATERIAL_0415,Jarn Feedstock - Dalian,RAW_MATERIAL,China,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,1205.0,0.0,0.0001761114783904482,1.0,1111.0,785.0
RAW_MATERIAL_0416,Wend Minerals - Belo Horizonte,RAW_MATERIAL,Rest of World,Bulk chemical,1,0,0.0,0.0,1,326,774.0,1111.0,326.0,0.0,0.0005079025645468683,3.0,326.0,0.0
RAW_MATERIAL_0417,Thorne Resources - Bengaluru,RAW_MATERIAL,South Asia,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0418,Palter Resources - Wuxi,RAW_MATERIAL,China,Substrate resin,1,0,0.0,0.0,1,326,60.0,1111.0,29.0,0.0,0.0021428269890325664,31.0,29.0,-297.0
RAW_MATERIAL_0419,Halcy Resources - Bengaluru,RAW_MATERIAL,South Asia,Bulk chemical,0,0,0.0,0.0,0,326,638.0,1111.0,247.0,0.0,0.0006128055233127455,4.0,247.0,-79.0
RAW_MATERIAL_0420,Nevin Feedstock - Hyderabad,RAW_MATERIAL,South Asia,Rare earth elements,0,0,0.0,0.0,0,326,1211.0,1111.0,599.0,0.0,0.00033014125921005646,1.0,599.0,273.0
RAW_MATERIAL_0421,Ember Feedstock - Icheon,RAW_MATERIAL,Korea,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0422,Verity Extraction - Nagano,RAW_MATERIAL,Japan,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,1163.0,0.0,0.000185948412687946,1.0,1111.0,785.0
RAW_MATERIAL_0423,Isar Feedstock - Wuxi,RAW_MATERIAL,China,Copper,0,0,0.0,0.0,0,326,638.0,1111.0,542.0,0.0,0.0003535969218920224,4.0,542.0,216.0
RAW_MATERIAL_0424,Ader Minerals - Sanand,RAW_MATERIAL,South Asia,Bulk chemical,3,0,0.0,0.0,3,326,1211.0,1111.0,877.0,0.0,0.00024563417999287634,1.0,877.0,551.0
RAW_MATERIAL_0425,Ivex Feedstock - Guadalajara,RAW_MATERIAL,North America,Silicon feedstock,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0426,Belan Extraction - Malta,RAW_MATERIAL,North America,Crude industrial gas,0,0,0.0,0.0,0,326,774.0,1111.0,730.0,0.0,0.0002835460619081834,3.0,730.0,404.0
RAW_MATERIAL_0427,Yarrow Extraction - Gumi,RAW_MATERIAL,Korea,Crude industrial gas,0,0,0.0,0.0,0,326,774.0,1111.0,237.0,0.0,0.0006263377127213412,3.0,237.0,-89.0
RAW_MATERIAL_0428,Belan Resources - Belo Horizonte 2,RAW_MATERIAL,Rest of World,Gold,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0429,Quill Resources - Perth,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1003.0,0.0,0.00021962715973757147,1.0,1003.0,677.0
RAW_MATERIAL_0430,Wend Feedstock - Kolwezi,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,942.0,0.0,0.00023078774229984335,1.0,942.0,616.0
RAW_MATERIAL_0431,Nevin Feedstock - Shanghai,RAW_MATERIAL,China,Copper,0,0,0.0,0.0,0,326,774.0,1111.0,546.0,0.0,0.0003512040563606256,3.0,546.0,220.0
RAW_MATERIAL_0432,Renbeck Feedstock - Tianjin,RAW_MATERIAL,China,Rare earth elements,0,0,0.0,0.0,0,326,1211.0,1111.0,1446.0,0.0,0.0001300301667556705,1.0,1111.0,785.0
RAW_MATERIAL_0433,Holt Extraction - Belo Horizonte,RAW_MATERIAL,Rest of World,Copper,0,0,0.0,0.0,0,326,774.0,1111.0,57.0,0.0,0.001487004417635867,3.0,57.0,-269.0
RAW_MATERIAL_0434,Oxbow Feedstock - Bac Ninh,RAW_MATERIAL,Southeast Asia,Copper,0,0,0.0,0.0,0,326,549.0,1111.0,267.0,0.0,0.0005768066105938655,5.0,267.0,-59.0
RAW_MATERIAL_0435,Mervi Extraction - Xi'an,RAW_MATERIAL,China,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,1392.0,0.0,0.00014008473247615843,1.0,1111.0,785.0
RAW_MATERIAL_0436,Mervi Minerals - Tianjin,RAW_MATERIAL,China,Crude industrial gas,0,0,0.0,0.0,0,326,1211.0,1111.0,1228.0,0.0,0.00017274806124230378,1.0,1111.0,785.0
RAW_MATERIAL_0437,Zephyr Minerals - Wuxi,RAW_MATERIAL,China,Rare earth elements,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0438,Verity Extraction - Belo Horizonte,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0439,Granth Feedstock - Tainan,RAW_MATERIAL,Taiwan,Copper,2,0,0.0,0.0,2,326,175.0,1111.0,20.0,0.0,0.002609321074640641,14.0,20.0,-306.0
RAW_MATERIAL_0440,Ivex Extraction - Dresden,RAW_MATERIAL,Europe,Rare earth elements,0,0,0.0,0.0,0,326,1211.0,1111.0,1220.0,0.0,0.00017413047772022114,1.0,1111.0,785.0
RAW_MATERIAL_0441,Solvex Extraction - Penang,RAW_MATERIAL,Southeast Asia,Silicon feedstock,0,0,0.0,0.0,0,326,1211.0,1111.0,891.0,0.0,0.00024216852733269012,1.0,891.0,565.0
RAW_MATERIAL_0442,Korrin Feedstock - Johannesburg,RAW_MATERIAL,Rest of World,Silicon feedstock,8,0,0.0,0.0,3,326,638.0,1111.0,310.0,0.0,0.0005185179768706369,4.0,310.0,-16.0
RAW_MATERIAL_0443,Xanthe Extraction - Dalian,RAW_MATERIAL,China,Gold,1,0,0.0,0.0,1,326,267.0,1111.0,173.0,0.0,0.0007613617134687696,10.0,173.0,-153.0
RAW_MATERIAL_0444,Umber Resources - Pune,RAW_MATERIAL,South Asia,Copper,0,0,0.0,0.0,0,326,638.0,1111.0,178.0,0.0,0.0007440487943759121,4.0,178.0,-148.0
RAW_MATERIAL_0445,Faryn Resources - Belo Horizonte,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,883.0,0.0,0.0002447384705026832,1.0,883.0,557.0
RAW_MATERIAL_0446,Lumen Resources - Kaohsiung,RAW_MATERIAL,Taiwan,Copper,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0447,Umber Extraction - Icheon,RAW_MATERIAL,Korea,Bulk chemical,0,0,0.0,0.0,0,326,774.0,1111.0,950.0,0.0,0.00022959324975179205,3.0,774.0,448.0
RAW_MATERIAL_0448,Wend Feedstock - Xi'an,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,975.0,1111.0,544.0,0.0,0.00035153315662934644,2.0,544.0,218.0
RAW_MATERIAL_0449,Ulvid Minerals - Yokkaichi,RAW_MATERIAL,Japan,Bulk chemical,1,0,0.0,0.0,1,326,774.0,1111.0,1089.0,0.0,0.00020098030293690464,3.0,774.0,448.0
RAW_MATERIAL_0450,Vantor Feedstock - Singapore,RAW_MATERIAL,Southeast Asia,Silicon feedstock,1,0,0.0,0.0,1,326,774.0,1111.0,372.0,0.0,0.0004724819195390878,3.0,372.0,46.0
RAW_MATERIAL_0451,Lethe Resources - Batangas,RAW_MATERIAL,Southeast Asia,Bulk chemical,0,0,0.0,0.0,0,326,774.0,1111.0,670.0,0.0,0.0003030561558940774,3.0,670.0,344.0
RAW_MATERIAL_0452,Lumen Resources - Chengdu,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0453,Ulvid Minerals - Guadalajara,RAW_MATERIAL,North America,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1428.0,0.0,0.00013251135851191295,1.0,1111.0,785.0
RAW_MATERIAL_0454,Noral Resources - Tianjin,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,1211.0,1111.0,838.0,0.0,0.0002547115841727169,1.0,838.0,512.0
RAW_MATERIAL_0455,Halcy Feedstock - Shenzhen,RAW_MATERIAL,China,Bulk chemical,2,0,0.0,0.0,2,326,638.0,1111.0,274.0,0.0,0.0005651108527378615,4.0,274.0,-52.0
RAW_MATERIAL_0456,Stade Minerals - Dalian,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,975.0,1111.0,615.0,0.0,0.0003250789926646605,2.0,615.0,289.0
RAW_MATERIAL_0457,Oxbow Extraction - Malta,RAW_MATERIAL,North America,Rare earth elements,0,0,0.0,0.0,0,326,774.0,1111.0,793.0,0.0,0.0002657827755658443,3.0,774.0,448.0
RAW_MATERIAL_0458,Lumen Minerals - Cheongju,RAW_MATERIAL,Korea,Bulk chemical,0,0,0.0,0.0,0,326,774.0,1111.0,772.0,0.0,0.00027145127993170816,3.0,772.0,446.0
RAW_MATERIAL_0459,Halcy Minerals - Wuxi,RAW_MATERIAL,China,Crude industrial gas,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0460,Xanthe Feedstock - Tianjin,RAW_MATERIAL,China,Silicon feedstock,1,0,0.0,0.0,1,326,638.0,1111.0,475.0,0.0,0.00039335386607763196,4.0,475.0,149.0
RAW_MATERIAL_0461,Prendel Resources - Wuxi 2,RAW_MATERIAL,China,Copper,0,0,0.0,0.0,0,326,975.0,1111.0,622.0,0.0,0.0003225644850176635,2.0,622.0,296.0
RAW_MATERIAL_0462,Ader Minerals - Kitakyushu,RAW_MATERIAL,Japan,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0463,Kestrel Minerals - Cheongju,RAW_MATERIAL,Korea,Substrate resin,0,0,0.0,0.0,0,326,1211.0,1111.0,1115.0,0.0,0.00019706815322615483,1.0,1111.0,785.0
RAW_MATERIAL_0464,Ferrin Minerals - Bangkok,RAW_MATERIAL,Southeast Asia,Bulk chemical,1,0,0.0,0.0,1,326,457.0,1111.0,207.0,0.0,0.0006684058906831576,6.0,207.0,-119.0
RAW_MATERIAL_0465,Lethe Extraction - Johannesburg 2,RAW_MATERIAL,Rest of World,Copper,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0466,Ulvid Resources - Sanand,RAW_MATERIAL,South Asia,Bulk chemical,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0467,Zephyr Extraction - Batam,RAW_MATERIAL,Southeast Asia,Copper,0,0,0.0,0.0,0,326,1211.0,1111.0,1469.0,0.0,0.00012745654841091013,1.0,1111.0,785.0
RAW_MATERIAL_0468,Umber Extraction - Chandler,RAW_MATERIAL,North America,Gold,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0469,Gethin Extraction - Shenzhen,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,774.0,1111.0,430.0,0.0,0.00042582006229258384,3.0,430.0,104.0
RAW_MATERIAL_0470,Nevin Extraction - Wuxi 2,RAW_MATERIAL,China,Bulk chemical,0,0,0.0,0.0,0,326,457.0,1111.0,266.0,0.0,0.0005800197580143769,6.0,266.0,-60.0
RAW_MATERIAL_0471,Lumen Resources - Tianjin,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,1533.0,1111.0,1533.0,0.0,0.00011220655257570476,0.0,1111.0,785.0
RAW_MATERIAL_0472,Palter Feedstock - Tianjin,RAW_MATERIAL,China,Substrate resin,0,0,0.0,0.0,0,326,638.0,1111.0,583.0,0.0,0.00033859838686023147,4.0,583.0,257.0
RAW_MATERIAL_0473,Quarn Resources - Johannesburg,RAW_MATERIAL,Rest of World,Bulk chemical,0,0,0.0,0.0,0,326,1211.0,1111.0,1111.0,0.0,0.00019730599461302776,1.0,1111.0,785.0
RAW_MATERIAL_0474,Doran Resources - Xi'an,RAW_MATERIAL,China,Silicon feedstock,0,0,0.0,0.0,0,326,407.0,1111.0,339.0,0.0,0.000494850142952737,7.0,339.0,13.0
RAW_MATERIAL_0475,Rivet Feedstock - Dalian,RAW_MATERIAL,China,Copper,2,0,0.0,0.0,1,326,348.0,1111.0,99.0,0.0,0.0010513930060785923,8.0,99.0,-227.0
