node_id,customer_count,supplier_count,betweenness,pagerank,rank_betweenness,rank_pagerank,rank_customers,best_centrality_rank,failed_firms,failed_oems,production_value_at_risk,share_of_oem_value,deepest_cascade,rank_impact,blockade_value_at_risk,blockade_share_of_oem_value,rank_gap,node_name,tier_name,tier_label,flow_order,region_id,trade_bloc,category_id,is_logistics_hub,node_kind,breaks_something
REFINED_MATERIAL_0062,1.0,2.0,4.791883399720052e-06,0.0001199333336187,1085.0,1510.0,1211.0,1085.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,759.0,Ulvid Specialty - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,CMP slurry,0,Firm,Replaceable
REFINED_MATERIAL_0063,0.0,3.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Cortex Specialty - Nagano,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0064,1.0,8.0,0.0002743402334526,0.0001675695929638,427.0,1249.0,1211.0,427.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,101.0,Solvex Specialty - Kitakyushu,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0065,11.0,6.0,0.0004934224410356,0.0004327525687751,248.0,421.0,234.0,234.0,2.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-92.0,Holt Chemical - Hwaseong,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Packaging substrate,0,Firm,Causes failure
REFINED_MATERIAL_0066,3.0,2.0,5.727001925251212e-05,0.0001546435339151,859.0,1309.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Orvid Chemical - Crolles,REFINED_MATERIAL,Refined Material,1,Europe,Western,Process gas,0,Firm,Replaceable
REFINED_MATERIAL_0067,15.0,1.0,9.699381573181484e-05,0.0006606175322906,751.0,211.0,157.0,157.0,22.0,8.0,10564438710.280216,0.0082816905253994,3.0,32.0,10564438710.280216,0.0082816905253994,125.0,Zephyr Specialty - Leixlip,REFINED_MATERIAL,Refined Material,1,Europe,Western,Bonding wire,0,Firm,Causes failure
REFINED_MATERIAL_0068,3.0,5.0,0.0002979700782764,0.0001254953314116,398.0,1480.0,774.0,398.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,72.0,Ader Advanced Materials - Austin,REFINED_MATERIAL,Refined Material,1,North America,Western,Photoresist,0,Firm,Causes failure
REFINED_MATERIAL_0069,9.0,3.0,9.697896413814271e-05,0.0002148307845951,752.0,1026.0,304.0,304.0,5.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-22.0,Cortex Specialty - Hsinchu,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Photoresist,0,Firm,Causes failure
REFINED_MATERIAL_0070,2.0,5.0,4.972821942719368e-05,0.0001280302374297,885.0,1465.0,975.0,885.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,559.0,Ulvid Advanced Materials - Hwaseong,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0071,17.0,6.0,0.0004124784952732,0.0005083933597498,305.0,324.0,132.0,132.0,2.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-194.0,Quill Materials - Taoyuan,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Bonding wire,0,Firm,Causes failure
REFINED_MATERIAL_0072,1.0,3.0,1.2472923529042976e-05,0.0001215139657418,1043.0,1504.0,1211.0,1043.0,2.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,717.0,Elstow Materials - Hwaseong,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,CMP slurry,0,Firm,Causes failure
REFINED_MATERIAL_0073,5.0,2.0,8.370855014478931e-05,0.0002065105777418,785.0,1060.0,549.0,549.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,223.0,Jorel Advanced Materials - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Process gas,0,Firm,Replaceable
REFINED_MATERIAL_0074,0.0,8.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Ader Specialty - Xi'an,REFINED_MATERIAL,Refined Material,1,China,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0075,0.0,4.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Mordant Chemical - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0076,0.0,3.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Zephyr Specialty - Eindhoven,REFINED_MATERIAL,Refined Material,1,Europe,Western,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0077,14.0,6.0,0.000337245254809,0.0004410346368065,358.0,415.0,175.0,175.0,19.0,14.0,23374487601.38156,0.018323763127714,3.0,6.0,23374487601.38156,0.018323763127714,169.0,Granth Specialty - Bangkok,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Bonding wire,0,Firm,Causes failure
REFINED_MATERIAL_0078,7.0,7.0,0.0003306277360596,0.0002739850811523,364.0,762.0,407.0,364.0,3.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,38.0,Quill Advanced Materials - Sendai,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Packaging substrate,0,Firm,Causes failure
REFINED_MATERIAL_0079,5.0,5.0,0.0004198501751624,0.0003016422748253,302.0,674.0,549.0,302.0,3.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-24.0,Kestrel Materials - Leixlip,REFINED_MATERIAL,Refined Material,1,Europe,Western,Packaging substrate,0,Firm,Causes failure
REFINED_MATERIAL_0080,15.0,2.0,2.148907027613974e-05,0.0003565381533584,1004.0,536.0,157.0,157.0,7.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-169.0,Wend Materials - Tainan,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Photoresist,0,Firm,Causes failure
REFINED_MATERIAL_0081,7.0,5.0,9.669828373184496e-05,0.0002623763338133,754.0,810.0,407.0,407.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,81.0,Yarrow Materials - Tianjin,REFINED_MATERIAL,Refined Material,1,China,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0082,1.0,2.0,1.7392067305885765e-05,0.0001279541503449,1025.0,1466.0,1211.0,1025.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,699.0,Ferrin Materials - Dresden,REFINED_MATERIAL,Refined Material,1,Europe,Western,CMP slurry,0,Firm,Replaceable
REFINED_MATERIAL_0083,4.0,6.0,0.0001997851894061,0.0002119770004882,557.0,1031.0,638.0,557.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,231.0,Stade Specialty - Kumamoto,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0084,3.0,6.0,0.0002484978121693,0.0001940028891774,456.0,1133.0,774.0,456.0,2.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,130.0,Halcy Advanced Materials - Pyeongtaek,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Packaging substrate,0,Firm,Causes failure
REFINED_MATERIAL_0085,1.0,3.0,1.925419361377831e-05,0.0001270147552724,1015.0,1470.0,1211.0,1015.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,689.0,Ystad Specialty - Kumamoto,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0086,6.0,5.0,0.000101873123059,0.0002809939309998,736.0,742.0,457.0,457.0,2.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,131.0,Ember Advanced Materials - Kitakyushu,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Packaging substrate,0,Firm,Causes failure
REFINED_MATERIAL_0087,7.0,1.0,0.0002146943748556,0.0006339769961759,518.0,230.0,407.0,230.0,4.0,1.0,2262585042.49147,0.0017736890357533,2.0,137.0,2262585042.49147,0.0017736890357533,93.0,Prendel Materials - Icheon,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Process gas,0,Firm,Causes failure
REFINED_MATERIAL_0088,1.0,1.0,7.627000297202363e-05,0.0001520995433019,804.0,1326.0,1211.0,804.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,478.0,Vantor Chemical - Shanghai,REFINED_MATERIAL,Refined Material,1,China,East Asia,Process gas,0,Firm,Replaceable
REFINED_MATERIAL_0089,3.0,5.0,0.0001701985713945,0.0002251453106801,603.0,982.0,774.0,603.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,277.0,Faryn Materials - Pyeongtaek,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0090,9.0,5.0,0.0002275749754047,0.0002034143924146,493.0,1075.0,304.0,304.0,7.0,2.0,543016403.8228772,0.0004256822278972,4.0,261.0,543016403.8228772,0.0004256822278972,43.0,Trellis Chemical - Chengdu,REFINED_MATERIAL,Refined Material,1,China,East Asia,CMP slurry,0,Firm,Causes failure
REFINED_MATERIAL_0091,0.0,5.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Quill Advanced Materials - Xi'an,REFINED_MATERIAL,Refined Material,1,China,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0092,51.0,8.0,0.0011109669157881,0.0014791964173938,84.0,58.0,34.0,34.0,42.0,10.0,7853229285.465719,0.0061563151958032,3.0,43.0,7853229285.465719,0.0061563151958032,-9.0,Kestrel Advanced Materials - Kaohsiung,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Packaging substrate,0,Firm,Causes failure
REFINED_MATERIAL_0093,1.0,3.0,4.097118387538803e-06,0.0001133887619596,1091.0,1532.0,1211.0,1091.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,765.0,Vantor Materials - Kaohsiung,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0094,3.0,1.0,4.064747219160979e-06,0.0001406355695189,1092.0,1390.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Solvex Chemical - Shenzhen,REFINED_MATERIAL,Refined Material,1,China,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0095,3.0,3.0,0.0002551907299419,0.000258261298619,446.0,826.0,774.0,446.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,120.0,Prendel Materials - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Process gas,0,Firm,Replaceable
REFINED_MATERIAL_0096,0.0,3.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Korrin Chemical - Kitakyushu,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0097,5.0,3.0,0.0002156859315579,0.0001608933656982,517.0,1277.0,549.0,517.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,191.0,Jarn Materials - Shenzhen,REFINED_MATERIAL,Refined Material,1,China,East Asia,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0098,1.0,5.0,2.8943331791852585e-05,0.0001183604103494,961.0,1522.0,1211.0,961.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,635.0,Quill Chemical - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0099,0.0,5.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Prendel Advanced Materials - Sendai,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0100,0.0,5.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Doran Specialty - Icheon,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0101,5.0,4.0,0.0002294893991424,0.0005275261792816,489.0,300.0,549.0,300.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-26.0,Wend Specialty - Hsinchu,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0102,2.0,4.0,0.0002734771215982,0.0001283789133063,430.0,1459.0,975.0,430.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,104.0,Ystad Chemical - Nagano,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Silicon wafer,0,Firm,Causes failure
REFINED_MATERIAL_0103,3.0,7.0,2.2700282087474164e-05,0.0002375850452094,992.0,917.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Holt Materials - Wuxi,REFINED_MATERIAL,Refined Material,1,China,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0104,4.0,2.0,3.412848287228128e-05,0.0001560857562025,934.0,1303.0,638.0,638.0,6.0,1.0,1547303114.967901,0.0012129641619938,4.0,159.0,1547303114.967901,0.0012129641619938,479.0,Ystad Advanced Materials - Hillsboro,REFINED_MATERIAL,Refined Material,1,North America,Western,Silicon wafer,0,Firm,Causes failure
REFINED_MATERIAL_0105,4.0,6.0,0.0006482653836418,0.0005484651886379,162.0,287.0,638.0,162.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-164.0,Quarn Materials - Sendai,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0106,1.0,3.0,8.379341294323517e-06,0.0001181250387642,1065.0,1524.0,1211.0,1065.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,739.0,Belan Advanced Materials - Dresden,REFINED_MATERIAL,Refined Material,1,Europe,Western,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0107,0.0,8.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Quill Advanced Materials - Chengdu,REFINED_MATERIAL,Refined Material,1,China,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0108,6.0,4.0,5.545904027729277e-05,0.0001515491377765,864.0,1328.0,457.0,457.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,131.0,Faryn Chemical - Gumi,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0109,2.0,4.0,2.436708775620953e-05,0.000131086600626,986.0,1437.0,975.0,975.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,649.0,Belan Specialty - Guadalajara,REFINED_MATERIAL,Refined Material,1,North America,Western,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0110,2.0,6.0,8.447506331508755e-05,0.0001732182286452,783.0,1223.0,975.0,783.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,457.0,Ader Chemical - Chengdu,REFINED_MATERIAL,Refined Material,1,China,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0111,4.0,5.0,0.0001563057658304,0.0003607615605869,632.0,523.0,638.0,523.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,197.0,Belan Specialty - Shenzhen,REFINED_MATERIAL,Refined Material,1,China,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0112,0.0,4.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Vantor Specialty - Grenoble,REFINED_MATERIAL,Refined Material,1,Europe,Western,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0113,17.0,4.0,0.0007340079739165,0.0008868983120078,139.0,126.0,132.0,126.0,3.0,1.0,286919756.2054659,0.0002249225625403,2.0,308.0,286919756.2054659,0.0002249225625403,-182.0,Renbeck Specialty - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Process gas,0,Firm,Causes failure
REFINED_MATERIAL_0114,1.0,5.0,0.0001685966955182,0.0001170523004921,607.0,1525.0,1211.0,607.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,281.0,Yarrow Chemical - Grenoble,REFINED_MATERIAL,Refined Material,1,Europe,Western,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0115,20.0,2.0,7.116822281624742e-05,0.0003695985624052,817.0,511.0,101.0,101.0,11.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-225.0,Halcy Chemical - Tainan,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Photoresist,0,Firm,Causes failure
REFINED_MATERIAL_0116,40.0,5.0,0.0036579017768644,0.0016700143628008,17.0,48.0,48.0,17.0,22.0,8.0,13389927813.56653,0.0104966521507184,2.0,23.0,13389927813.56653,0.0104966521507184,-6.0,Isar Specialty - Gumi,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,PCB laminate,0,Firm,Causes failure
REFINED_MATERIAL_0117,15.0,6.0,0.0004188275676777,0.0006302915395254,303.0,233.0,157.0,157.0,2.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-169.0,Gethin Materials - Chandler,REFINED_MATERIAL,Refined Material,1,North America,Western,PCB laminate,0,Firm,Causes failure
REFINED_MATERIAL_0118,6.0,6.0,0.0009028116878529,0.0006626394136597,109.0,210.0,457.0,109.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-217.0,Brant Chemical - Gumi,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0119,40.0,3.0,0.0012008896571439,0.0012151097612982,74.0,77.0,48.0,48.0,5.0,1.0,3107528815.98504,0.0024360586168866,2.0,111.0,3107528815.98504,0.0024360586168866,-63.0,Rivet Specialty - Penang,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Process gas,0,Firm,Causes failure
REFINED_MATERIAL_0120,14.0,4.0,0.0002801240767057,0.0002031518967328,418.0,1076.0,175.0,175.0,15.0,0.0,0.0,0.0,3.0,326.0,0.0,0.0,-151.0,Ulvid Materials - Sendai,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,CMP slurry,0,Firm,Causes failure
REFINED_MATERIAL_0121,5.0,6.0,0.0002745474799753,0.0003900025494699,426.0,479.0,549.0,426.0,3.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,100.0,Ulvid Specialty - Batam,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Process gas,0,Firm,Causes failure
REFINED_MATERIAL_0122,7.0,2.0,1.75470795532551e-05,0.0001883417585297,1022.0,1153.0,407.0,407.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,81.0,Quarn Specialty - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Silicon wafer,0,Firm,Causes failure
REFINED_MATERIAL_0123,0.0,4.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Elstow Specialty - Kumamoto,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0124,6.0,4.0,0.0001094341460538,0.0003135053246708,717.0,646.0,457.0,457.0,5.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,131.0,Ember Advanced Materials - Grenoble,REFINED_MATERIAL,Refined Material,1,Europe,Western,Photoresist,0,Firm,Causes failure
REFINED_MATERIAL_0125,2.0,6.0,9.78125921615562e-05,0.0002479963840385,748.0,868.0,975.0,748.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,422.0,Palter Materials - Villach,REFINED_MATERIAL,Refined Material,1,Europe,Western,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0126,0.0,2.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Palter Materials - Icheon,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0127,44.0,5.0,0.0013625480434004,0.0019123523747977,57.0,36.0,44.0,36.0,7.0,4.0,3323173763.8268137,0.0026051073255183,2.0,106.0,3323173763.8268137,0.0026051073255183,-70.0,Yarrow Materials - Taichung,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,PCB laminate,0,Firm,Causes failure
REFINED_MATERIAL_0128,4.0,5.0,4.920544723334629e-05,0.0002364847882062,886.0,922.0,638.0,638.0,3.0,1.0,4022933647.463218,0.0031536641355196,3.0,82.0,4022933647.463218,0.0031536641355196,556.0,Yarrow Materials - Kitakyushu,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Bonding wire,0,Firm,Causes failure
REFINED_MATERIAL_0129,0.0,2.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Faryn Chemical - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0130,9.0,5.0,0.0005068614914529,0.0008279378316285,237.0,146.0,304.0,146.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-180.0,Granth Materials - Sendai,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0131,3.0,7.0,0.0001719503838625,0.000192396520768,601.0,1140.0,774.0,601.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,275.0,Ystad Specialty - Singapore,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0132,0.0,1.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Faryn Materials - Guadalajara,REFINED_MATERIAL,Refined Material,1,North America,Western,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0133,0.0,5.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Oxbow Advanced Materials - Pune,REFINED_MATERIAL,Refined Material,1,South Asia,Unaligned,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0134,1.0,2.0,2.1262212578980823e-05,0.0001659837896118,1006.0,1259.0,1211.0,1006.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,680.0,Korrin Chemical - Austin,REFINED_MATERIAL,Refined Material,1,North America,Western,Process gas,0,Firm,Replaceable
REFINED_MATERIAL_0135,3.0,5.0,2.400322646697693e-05,0.0002198116302615,987.0,1002.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Lethe Materials - Taoyuan,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0136,1.0,4.0,1.867845590507164e-05,0.0001310763435094,1017.0,1438.0,1211.0,1017.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,691.0,Palter Materials - Yokkaichi,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0137,3.0,7.0,5.334110283540164e-05,0.0002251689115178,869.0,981.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Xanthe Specialty - Shenzhen,REFINED_MATERIAL,Refined Material,1,China,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0138,3.0,3.0,2.8991410881633063e-05,0.0001433463700252,960.0,1378.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Vantor Materials - Bangkok,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Photoresist,0,Firm,Replaceable
REFINED_MATERIAL_0139,10.0,1.0,6.481658412859338e-05,0.0004543665739831,837.0,398.0,267.0,267.0,17.0,5.0,4878308444.652898,0.0038242108202818,4.0,70.0,4878308444.652898,0.0038242108202818,197.0,Elstow Materials - Crolles,REFINED_MATERIAL,Refined Material,1,Europe,Western,Process gas,0,Firm,Causes failure
REFINED_MATERIAL_0140,0.0,2.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Lethe Materials - Sendai,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0141,2.0,4.0,2.863259881410161e-05,0.0001741478723947,964.0,1219.0,975.0,964.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,638.0,Mervi Chemical - Batangas,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0142,0.0,7.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Noral Materials - Kitakyushu,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0143,0.0,3.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Stade Chemical - Nagano,REFINED_MATERIAL,Refined Material,1,Japan,East Asia,Silicon wafer,0,Firm,Replaceable
REFINED_MATERIAL_0144,1.0,4.0,2.533984210945745e-05,0.0001470430896841,980.0,1357.0,1211.0,980.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,654.0,Wend Advanced Materials - Icheon,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Bonding wire,0,Firm,Replaceable
REFINED_MATERIAL_0145,5.0,3.0,2.379217493166171e-05,0.0002325376481177,988.0,935.0,549.0,549.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,223.0,Yarrow Materials - Cheongju,REFINED_MATERIAL,Refined Material,1,Korea,East Asia,Packaging substrate,0,Firm,Replaceable
REFINED_MATERIAL_0146,1.0,5.0,1.3126360070902029e-05,0.0001536860051963,1040.0,1318.0,1211.0,1040.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,714.0,Alder Materials - Taoyuan,REFINED_MATERIAL,Refined Material,1,Taiwan,East Asia,PCB laminate,0,Firm,Replaceable
REFINED_MATERIAL_0147,3.0,1.0,5.09602599583169e-06,0.0001657745414913,1084.0,1260.0,774.0,774.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,448.0,Belan Advanced Materials - Singapore,REFINED_MATERIAL,Refined Material,1,Southeast Asia,East Asia,Silicon wafer,0,Firm,Replaceable
