relationship_id,supplier_node_id,buyer_node_id,category_id,via_hub_node_id,lead_time_days,annual_volume_units,unit_cost_usd,annual_value_usd,qualified_alternatives,is_single_source,sourcing_type,is_routed_freight
1655,RAW_MATERIAL_0200,REFINED_MATERIAL_0378,Copper,,37,366975,5.8141768098619515,2133657.5347990897,1,0,Multi-sourced,Direct
1656,RAW_MATERIAL_0418,REFINED_MATERIAL_0379,Substrate resin,,58,371230,12.120369398825627,4499444.731926038,1,0,Multi-sourced,Direct
1657,RAW_MATERIAL_0210,REFINED_MATERIAL_0379,Substrate resin,,36,819494,12.40498826289727,10165813.451514736,1,0,Multi-sourced,Direct
1658,RAW_MATERIAL_0289,REFINED_MATERIAL_0379,Copper,,37,907960,9.578327452377845,8696738.193660988,3,0,Multi-sourced,Direct
1659,RAW_MATERIAL_0326,REFINED_MATERIAL_0379,Copper,,51,2528350,7.32817622641845,18528194.362065088,3,0,Multi-sourced,Direct
1660,RAW_MATERIAL_0319,REFINED_MATERIAL_0379,Copper,HUB_009,50,375154,6.793609317956735,2548649.710068741,3,0,Multi-sourced,Crosses a hub
1661,RAW_MATERIAL_0194,REFINED_MATERIAL_0379,Copper,HUB_030,49,259629,8.231228861160812,2137065.71799432,3,0,Multi-sourced,Crosses a hub
1662,RAW_MATERIAL_0475,EQUIPMENT_0000,Copper,,69,475130,7.325201923373002,3480423.1898522144,1,0,Multi-sourced,Direct
1663,RAW_MATERIAL_0289,EQUIPMENT_0000,Copper,,48,306424,7.474393303361768,2290333.4935893263,1,0,Multi-sourced,Direct
1664,RAW_MATERIAL_0490,EQUIPMENT_0001,Copper,,48,518468,12.016192787338468,6230011.4420658015,1,0,Multi-sourced,Direct
1665,RAW_MATERIAL_0076,EQUIPMENT_0001,Copper,HUB_015,68,1348589,9.828196314069066,13254197.438994087,1,0,Multi-sourced,Crosses a hub
1666,RAW_MATERIAL_0291,EQUIPMENT_0003,Rare earth elements,HUB_026,106,4357,87.92862452785914,383105.0170678823,0,1,Sole-sourced,Crosses a hub
1667,RAW_MATERIAL_0402,EQUIPMENT_0004,Bulk chemical,,82,346519,8.955940375813931,3103403.5030866675,1,0,Multi-sourced,Direct
1668,RAW_MATERIAL_0263,EQUIPMENT_0004,Bulk chemical,,79,105244,12.280805212905689,1292481.0638270462,1,0,Multi-sourced,Direct
1669,RAW_MATERIAL_0505,EQUIPMENT_0005,Bulk chemical,HUB_015,81,1107480,8.11910343978639,8991744.67749463,3,0,Multi-sourced,Crosses a hub
1670,RAW_MATERIAL_0388,EQUIPMENT_0005,Bulk chemical,HUB_019,89,335976,7.5667808088035935,2542256.749018596,3,0,Multi-sourced,Crosses a hub
1671,RAW_MATERIAL_0394,EQUIPMENT_0005,Bulk chemical,,48,346102,10.55815379907266,3654198.1461666455,3,0,Multi-sourced,Direct
1672,RAW_MATERIAL_0409,EQUIPMENT_0005,Bulk chemical,HUB_031,109,1688488,11.556043335953303,19512240.500237122,3,0,Multi-sourced,Crosses a hub
1673,RAW_MATERIAL_0141,EQUIPMENT_0006,Rare earth elements,HUB_026,98,46779,52.58264213007945,2459763.4162029866,1,0,Multi-sourced,Crosses a hub
1674,RAW_MATERIAL_0381,EQUIPMENT_0006,Rare earth elements,HUB_015,91,7155,100.81397591774243,721323.997691447,1,0,Multi-sourced,Crosses a hub
1675,RAW_MATERIAL_0276,EQUIPMENT_0009,Bulk chemical,HUB_015,92,230574,10.190855461035389,2349746.3070727736,3,0,Multi-sourced,Crosses a hub
1676,RAW_MATERIAL_0402,EQUIPMENT_0009,Bulk chemical,,87,326565,9.487935587492958,3098427.685129638,3,0,Multi-sourced,Direct
1677,RAW_MATERIAL_0321,EQUIPMENT_0009,Bulk chemical,HUB_026,106,849366,9.942555940849871,8444868.969255893,3,0,Multi-sourced,Crosses a hub
1678,RAW_MATERIAL_0484,EQUIPMENT_0009,Bulk chemical,HUB_019,57,1618093,9.082874319194344,14696935.355768135,3,0,Multi-sourced,Crosses a hub
1679,RAW_MATERIAL_0141,EQUIPMENT_0010,Rare earth elements,HUB_026,101,30655,83.88844225413102,2571600.1973003866,1,0,Multi-sourced,Crosses a hub
1680,RAW_MATERIAL_0089,EQUIPMENT_0010,Rare earth elements,,66,18721,60.565589209469735,1133848.395590483,1,0,Multi-sourced,Direct
1681,RAW_MATERIAL_0140,EQUIPMENT_0010,Bulk chemical,,61,1280442,10.276329411657972,13158243.784522157,1,0,Multi-sourced,Direct
1682,RAW_MATERIAL_0169,EQUIPMENT_0010,Bulk chemical,HUB_015,107,98192,14.053824549201135,1379973.1401351579,1,0,Multi-sourced,Crosses a hub
1683,RAW_MATERIAL_0289,EQUIPMENT_0011,Copper,HUB_011,74,265152,11.723086082531381,3108399.7209553607,4,0,Multi-sourced,Crosses a hub
1684,RAW_MATERIAL_0336,EQUIPMENT_0011,Copper,HUB_012,81,329570,6.156751079922256,2029080.453409978,4,0,Multi-sourced,Crosses a hub
1685,RAW_MATERIAL_0236,EQUIPMENT_0011,Copper,,83,392959,9.854432106556786,3872387.786160448,4,0,Multi-sourced,Direct
1686,RAW_MATERIAL_0206,EQUIPMENT_0011,Copper,HUB_026,94,249827,7.928379415806477,1980723.2443126848,4,0,Multi-sourced,Crosses a hub
1687,RAW_MATERIAL_0349,EQUIPMENT_0011,Copper,,58,1432514,9.986617764151298,14305969.759795433,4,0,Multi-sourced,Direct
1688,RAW_MATERIAL_0084,EQUIPMENT_0012,Rare earth elements,,70,147472,83.64422875971974,12335181.70365339,2,0,Multi-sourced,Direct
1689,RAW_MATERIAL_0502,EQUIPMENT_0012,Rare earth elements,,80,27329,87.15163686272946,2381767.0838215332,2,0,Multi-sourced,Direct
1690,RAW_MATERIAL_0119,EQUIPMENT_0012,Rare earth elements,HUB_025,125,23481,66.90300962601364,1570949.5690284264,2,0,Multi-sourced,Crosses a hub
1691,RAW_MATERIAL_0451,EQUIPMENT_0012,Bulk chemical,,75,654100,10.601333579181642,6934332.294142712,2,0,Multi-sourced,Direct
1692,RAW_MATERIAL_0240,EQUIPMENT_0012,Bulk chemical,,87,71421,10.028090206238515,716216.2306197609,2,0,Multi-sourced,Direct
1693,RAW_MATERIAL_0098,EQUIPMENT_0012,Bulk chemical,HUB_026,95,249840,11.527397952014844,2880005.1043313886,2,0,Multi-sourced,Crosses a hub
1694,RAW_MATERIAL_0098,EQUIPMENT_0013,Bulk chemical,HUB_016,88,244725,12.63359096096057,3091755.5479210755,2,0,Multi-sourced,Crosses a hub
1695,RAW_MATERIAL_0409,EQUIPMENT_0013,Bulk chemical,,60,148617,10.410630868158478,1547196.7277331084,2,0,Multi-sourced,Direct
1696,RAW_MATERIAL_0505,EQUIPMENT_0013,Bulk chemical,,45,2297892,9.280785898213828,21326243.669218373,2,0,Multi-sourced,Direct
1697,RAW_MATERIAL_0282,EQUIPMENT_0013,Copper,HUB_015,91,471856,9.468740374953567,4467881.958364091,0,1,Sole-sourced,Crosses a hub
1698,RAW_MATERIAL_0501,EQUIPMENT_0015,Bulk chemical,HUB_010,91,937374,13.569033924982294,12719259.606396353,3,0,Multi-sourced,Crosses a hub
1699,RAW_MATERIAL_0174,EQUIPMENT_0015,Bulk chemical,HUB_015,86,914776,13.022627345635197,11912786.952730782,3,0,Multi-sourced,Crosses a hub
1700,RAW_MATERIAL_0447,EQUIPMENT_0015,Bulk chemical,,63,6917065,16.997917995049015,117575703.6364237,3,0,Multi-sourced,Direct
1701,RAW_MATERIAL_0070,EQUIPMENT_0015,Bulk chemical,,60,513661,11.33043446342344,5820002.296916548,3,0,Multi-sourced,Direct
1702,RAW_MATERIAL_0295,EQUIPMENT_0016,Copper,HUB_015,115,1003712,10.893877538091706,10934315.611513102,2,0,Multi-sourced,Crosses a hub
1703,RAW_MATERIAL_0289,EQUIPMENT_0016,Copper,HUB_010,106,393238,11.778360119673227,4631698.77674006,2,0,Multi-sourced,Crosses a hub
1704,RAW_MATERIAL_0349,EQUIPMENT_0016,Copper,,58,4354899,9.057713510091514,39445427.507384025,2,0,Multi-sourced,Direct
1705,RAW_MATERIAL_0041,EQUIPMENT_0017,Copper,,51,295350,13.293842237716973,3926336.304909708,2,0,Multi-sourced,Direct
1706,RAW_MATERIAL_0349,EQUIPMENT_0017,Copper,,78,106621,7.774949919188019,828972.9353337458,2,0,Multi-sourced,Direct
1707,RAW_MATERIAL_0289,EQUIPMENT_0017,Copper,HUB_010,123,181141,8.288531796677143,1501392.9381818944,2,0,Multi-sourced,Crosses a hub
1708,RAW_MATERIAL_0267,EQUIPMENT_0018,Rare earth elements,HUB_011,68,6781,99.14316054207742,672289.771635827,0,1,Sole-sourced,Crosses a hub
1709,RAW_MATERIAL_0013,EQUIPMENT_0018,Copper,HUB_012,82,200828,11.26093456713432,2261510.9672484514,2,0,Multi-sourced,Crosses a hub
1710,RAW_MATERIAL_0298,EQUIPMENT_0018,Copper,HUB_015,74,176573,10.821613906287688,1910804.832274936,2,0,Multi-sourced,Crosses a hub
1711,RAW_MATERIAL_0200,EQUIPMENT_0018,Copper,,49,427153,11.353175503623335,4849542.975899219,2,0,Multi-sourced,Direct
1712,RAW_MATERIAL_0455,EQUIPMENT_0019,Bulk chemical,,66,526665,13.325791129272782,7018227.785098449,0,1,Sole-sourced,Direct
1713,RAW_MATERIAL_0360,EQUIPMENT_0020,Bulk chemical,HUB_013,92,232797,7.165967098911722,1668215.642725352,1,0,Multi-sourced,Crosses a hub
1714,RAW_MATERIAL_0464,EQUIPMENT_0020,Bulk chemical,HUB_026,100,751966,10.86572273002373,8170654.058405024,1,0,Multi-sourced,Crosses a hub
1715,RAW_MATERIAL_0326,EQUIPMENT_0020,Copper,HUB_023,83,239010,5.739358262191043,1371764.0182462812,1,0,Multi-sourced,Crosses a hub
1716,RAW_MATERIAL_0490,EQUIPMENT_0020,Copper,HUB_036,84,153587,9.886068712267598,1518371.6353110436,1,0,Multi-sourced,Crosses a hub
1717,RAW_MATERIAL_0140,EQUIPMENT_0021,Bulk chemical,HUB_013,85,310818,11.682998178932147,3631286.127979332,0,1,Sole-sourced,Crosses a hub
1718,RAW_MATERIAL_0328,EQUIPMENT_0022,Bulk chemical,HUB_025,85,1550157,14.109231272378631,21871523.62149664,0,1,Sole-sourced,Crosses a hub
1719,RAW_MATERIAL_0119,EQUIPMENT_0023,Rare earth elements,,89,35650,96.00497121627875,3422577.2238603374,0,1,Sole-sourced,Direct
1720,RAW_MATERIAL_0336,EQUIPMENT_0023,Copper,HUB_026,120,156443,8.698862634935423,1360876.1671972026,1,0,Multi-sourced,Crosses a hub
1721,RAW_MATERIAL_0041,EQUIPMENT_0023,Copper,,78,543803,9.458656841021892,5143645.966118228,1,0,Multi-sourced,Direct
1722,RAW_MATERIAL_0510,EQUIPMENT_0024,Rare earth elements,HUB_013,105,16683,85.70936059186168,1429889.2627540284,1,0,Multi-sourced,Crosses a hub
1723,RAW_MATERIAL_0216,EQUIPMENT_0024,Rare earth elements,HUB_015,117,22864,96.4330003645394,2204844.1203348287,1,0,Multi-sourced,Crosses a hub
1724,RAW_MATERIAL_0337,EQUIPMENT_0024,Copper,HUB_015,113,172143,10.936215708260095,1882592.9806670174,2,0,Multi-sourced,Crosses a hub
1725,RAW_MATERIAL_0336,EQUIPMENT_0024,Copper,HUB_026,89,2603757,8.239461158091945,21453554.66661001,2,0,Multi-sourced,Crosses a hub
1726,RAW_MATERIAL_0289,EQUIPMENT_0024,Copper,HUB_013,106,1569607,12.519772455660899,19651122.484812535,2,0,Multi-sourced,Crosses a hub
1727,RAW_MATERIAL_0406,EQUIPMENT_0025,Rare earth elements,HUB_023,105,39163,112.31569237672278,4398619.460549594,2,0,Multi-sourced,Crosses a hub
1728,RAW_MATERIAL_0084,EQUIPMENT_0025,Rare earth elements,HUB_015,92,8917,106.20839087072773,947060.2213942792,2,0,Multi-sourced,Crosses a hub
1729,RAW_MATERIAL_0267,EQUIPMENT_0025,Rare earth elements,HUB_010,80,63452,65.63170083165248,4164462.6811700133,2,0,Multi-sourced,Crosses a hub
1730,RAW_MATERIAL_0194,EQUIPMENT_0026,Copper,,70,381717,8.498618057789383,3244066.9891651897,1,0,Multi-sourced,Direct
1731,RAW_MATERIAL_0211,EQUIPMENT_0026,Copper,HUB_010,103,371837,9.166610920372147,3408485.104798418,1,0,Multi-sourced,Crosses a hub
1732,RAW_MATERIAL_0289,EQUIPMENT_0027,Copper,HUB_010,117,332693,10.356102584801832,3445402.837245476,3,0,Multi-sourced,Crosses a hub
1733,RAW_MATERIAL_0389,EQUIPMENT_0027,Copper,,52,21211,9.322107789848392,197731.22833047423,3,0,Multi-sourced,Direct
1734,RAW_MATERIAL_0257,EQUIPMENT_0027,Copper,,68,231217,8.402969405727946,1942909.3770841984,3,0,Multi-sourced,Direct
1735,RAW_MATERIAL_0067,EQUIPMENT_0027,Copper,HUB_034,93,105081,13.389123053765383,1406942.4396127202,3,0,Multi-sourced,Crosses a hub
1736,RAW_MATERIAL_0381,EQUIPMENT_0028,Rare earth elements,HUB_015,69,12573,68.16459303142544,857033.4281841121,0,1,Sole-sourced,Crosses a hub
1737,RAW_MATERIAL_0406,EQUIPMENT_0029,Rare earth elements,,85,12663,89.75216775235477,1136531.7002480684,0,1,Sole-sourced,Direct
1738,RAW_MATERIAL_0200,EQUIPMENT_0030,Copper,,65,344431,6.148037210347875,2117574.604397329,4,0,Multi-sourced,Direct
1739,RAW_MATERIAL_0289,EQUIPMENT_0030,Copper,,84,250823,11.201090293717623,2809491.0707411356,4,0,Multi-sourced,Direct
1740,RAW_MATERIAL_0379,EQUIPMENT_0030,Copper,,61,494582,10.909469947168803,5395627.465410641,4,0,Multi-sourced,Direct
1741,RAW_MATERIAL_0475,EQUIPMENT_0030,Copper,,77,374924,10.597745641041449,3973349.186721824,4,0,Multi-sourced,Direct
1742,RAW_MATERIAL_0154,EQUIPMENT_0030,Copper,,62,118246,8.731096437607455,1032417.2293613311,4,0,Multi-sourced,Direct
1743,RAW_MATERIAL_0010,EQUIPMENT_0031,Copper,HUB_015,103,44499,10.57672115873113,470653.5148423766,2,0,Multi-sourced,Crosses a hub
1744,RAW_MATERIAL_0348,EQUIPMENT_0031,Copper,HUB_015,103,81420,9.183744642745852,747740.4888123673,2,0,Multi-sourced,Crosses a hub
1745,RAW_MATERIAL_0310,EQUIPMENT_0031,Copper,HUB_023,125,95645,6.336914869675056,606094.2227100707,2,0,Multi-sourced,Crosses a hub
1746,RAW_MATERIAL_0064,EQUIPMENT_0032,Copper,HUB_010,114,533566,8.763071809619758,4675677.173171576,1,0,Multi-sourced,Crosses a hub
1747,RAW_MATERIAL_0289,EQUIPMENT_0032,Copper,HUB_011,55,2447537,5.941654310165702,14542418.765340032,1,0,Multi-sourced,Crosses a hub
1748,RAW_MATERIAL_0420,EQUIPMENT_0033,Rare earth elements,HUB_026,110,33810,70.00796272174618,2366969.2196222385,2,0,Multi-sourced,Crosses a hub
1749,RAW_MATERIAL_0267,EQUIPMENT_0033,Rare earth elements,HUB_010,103,16562,52.75288672310971,873693.309908143,2,0,Multi-sourced,Crosses a hub
1750,RAW_MATERIAL_0265,EQUIPMENT_0033,Rare earth elements,HUB_010,108,11670,79.46004038434133,927298.6712852633,2,0,Multi-sourced,Crosses a hub
1751,RAW_MATERIAL_0215,EQUIPMENT_0033,Copper,HUB_040,98,218145,9.362553341906223,2042394.1987701328,1,0,Multi-sourced,Crosses a hub
1752,RAW_MATERIAL_0289,EQUIPMENT_0033,Copper,,74,180421,6.791778482114046,1225379.4655214984,1,0,Multi-sourced,Direct
1753,RAW_MATERIAL_0289,EQUIPMENT_0034,Copper,,90,2135595,13.372647085304507,28558558.25214088,3,0,Multi-sourced,Direct
1754,RAW_MATERIAL_0064,EQUIPMENT_0034,Copper,HUB_019,93,1183400,8.415570352937833,9958985.955666631,3,0,Multi-sourced,Crosses a hub
1755,RAW_MATERIAL_0215,EQUIPMENT_0034,Copper,HUB_015,101,359798,11.031832271569284,3969231.1876460854,3,0,Multi-sourced,Crosses a hub
1756,RAW_MATERIAL_0483,EQUIPMENT_0034,Copper,,80,389810,6.614393080493602,2578356.566707211,3,0,Multi-sourced,Direct
1757,RAW_MATERIAL_0226,EQUIPMENT_0036,Rare earth elements,HUB_031,106,25261,78.23609852306103,1976322.0847910447,2,0,Multi-sourced,Crosses a hub
1758,RAW_MATERIAL_0137,EQUIPMENT_0036,Rare earth elements,,80,24342,93.87940586071264,2285212.497461467,2,0,Multi-sourced,Direct
1759,RAW_MATERIAL_0043,EQUIPMENT_0036,Rare earth elements,HUB_019,62,199621,58.26810139547401,11631536.668665918,2,0,Multi-sourced,Crosses a hub
1760,RAW_MATERIAL_0289,EQUIPMENT_0036,Copper,,50,633773,8.30929418931392,5266206.306244051,2,0,Multi-sourced,Direct
1761,RAW_MATERIAL_0439,EQUIPMENT_0036,Copper,HUB_026,118,553299,9.714301980006228,5374913.571235466,2,0,Multi-sourced,Crosses a hub
1762,RAW_MATERIAL_0336,EQUIPMENT_0036,Copper,HUB_026,83,2099988,6.98453409596676,14667437.787121044,2,0,Multi-sourced,Crosses a hub
1763,RAW_MATERIAL_0490,EQUIPMENT_0038,Copper,,69,16649,8.465365219348582,140939.86553693455,2,0,Multi-sourced,Direct
1764,RAW_MATERIAL_0041,EQUIPMENT_0038,Copper,HUB_036,88,2815918,8.529178077164572,24017466.072693106,2,0,Multi-sourced,Crosses a hub
1765,RAW_MATERIAL_0194,EQUIPMENT_0038,Copper,,81,217478,9.654082171223413,2099550.4824333256,2,0,Multi-sourced,Direct
1766,RAW_MATERIAL_0501,EQUIPMENT_0039,Bulk chemical,HUB_010,93,501889,11.054840677645924,5548302.932863035,2,0,Multi-sourced,Crosses a hub
1767,RAW_MATERIAL_0082,EQUIPMENT_0039,Bulk chemical,HUB_010,91,490470,9.635464764062878,4725906.40282992,2,0,Multi-sourced,Crosses a hub
1768,RAW_MATERIAL_0276,EQUIPMENT_0039,Bulk chemical,HUB_015,98,1192971,22.08826034967628,26350654.03761366,2,0,Multi-sourced,Crosses a hub
1769,RAW_MATERIAL_0236,EQUIPMENT_0039,Copper,HUB_015,118,2478260,6.311982174404285,15642732.943539163,4,0,Multi-sourced,Crosses a hub
1770,RAW_MATERIAL_0336,EQUIPMENT_0039,Copper,HUB_026,123,825741,8.579027630894672,7084054.854962597,4,0,Multi-sourced,Crosses a hub
1771,RAW_MATERIAL_0064,EQUIPMENT_0039,Copper,HUB_034,86,613048,7.982240471196953,4893496.55638635,4,0,Multi-sourced,Crosses a hub
1772,RAW_MATERIAL_0206,EQUIPMENT_0039,Copper,HUB_026,86,1068923,7.614639480075457,8139463.276960698,4,0,Multi-sourced,Crosses a hub
1773,RAW_MATERIAL_0490,EQUIPMENT_0039,Copper,,84,2246410,15.940988654879781,35809996.32420849,4,0,Multi-sourced,Direct
1774,RAW_MATERIAL_0254,EQUIPMENT_0042,Rare earth elements,,53,1749,85.8107177250547,150082.94530112066,1,0,Multi-sourced,Direct
1775,RAW_MATERIAL_0510,EQUIPMENT_0042,Rare earth elements,HUB_011,52,169533,121.6515087039539,20623945.225107417,1,0,Multi-sourced,Crosses a hub
1776,RAW_MATERIAL_0255,EQUIPMENT_0043,Bulk chemical,,49,2224525,7.707968615032009,17146568.88335408,1,0,Multi-sourced,Direct
1777,RAW_MATERIAL_0302,EQUIPMENT_0043,Bulk chemical,,82,935208,15.789101304360614,14766093.85264848,1,0,Multi-sourced,Direct
1778,RAW_MATERIAL_0027,EQUIPMENT_0043,Copper,,47,751844,10.294779517638476,7740068.211659382,1,0,Multi-sourced,Direct
1779,RAW_MATERIAL_0289,EQUIPMENT_0043,Copper,,54,370313,10.399911310016542,3851222.3569461554,1,0,Multi-sourced,Direct
1780,RAW_MATERIAL_0173,EQUIPMENT_0044,Rare earth elements,,61,6469,65.0941069914964,421093.77812799026,1,0,Multi-sourced,Direct
1781,RAW_MATERIAL_0258,EQUIPMENT_0044,Rare earth elements,HUB_023,85,14429,122.90024131336044,1773327.5819104777,1,0,Multi-sourced,Crosses a hub
1782,RAW_MATERIAL_0349,EQUIPMENT_0044,Copper,HUB_036,49,672213,6.291725231396614,4229379.492972813,3,0,Multi-sourced,Crosses a hub
1783,RAW_MATERIAL_0161,EQUIPMENT_0044,Copper,HUB_023,87,553969,10.392364461825611,5757047.748553072,3,0,Multi-sourced,Crosses a hub
1784,RAW_MATERIAL_0289,EQUIPMENT_0044,Copper,HUB_019,55,14208549,7.256117272168747,103098897.81135598,3,0,Multi-sourced,Crosses a hub
1785,RAW_MATERIAL_0439,EQUIPMENT_0044,Copper,HUB_026,90,210636,9.86334105921968,2077574.7073497965,3,0,Multi-sourced,Crosses a hub
1786,RAW_MATERIAL_0287,EQUIPMENT_0045,Rare earth elements,,58,4774,134.68909912818134,643005.7592379377,0,1,Sole-sourced,Direct
1787,RAW_MATERIAL_0289,EQUIPMENT_0046,Copper,HUB_011,62,367202,9.249465790100512,3396422.3370564883,1,0,Multi-sourced,Crosses a hub
1788,RAW_MATERIAL_0433,EQUIPMENT_0046,Copper,HUB_015,87,24627,10.097650812829686,248674.84656755667,1,0,Multi-sourced,Crosses a hub
1789,RAW_MATERIAL_0101,EQUIPMENT_0046,Bulk chemical,HUB_000,74,2951026,10.336258694400549,30502568.14990207,2,0,Multi-sourced,Crosses a hub
1790,RAW_MATERIAL_0392,EQUIPMENT_0046,Bulk chemical,HUB_015,110,892589,9.945432078284837,8877183.273324184,2,0,Multi-sourced,Crosses a hub
1791,RAW_MATERIAL_0133,EQUIPMENT_0046,Bulk chemical,HUB_019,60,142147,9.66420386925243,1373737.5874026252,2,0,Multi-sourced,Crosses a hub
1792,RAW_MATERIAL_0289,EQUIPMENT_0047,Copper,HUB_023,79,1337446,10.080917265429656,13482682.472979832,1,0,Multi-sourced,Crosses a hub
1793,RAW_MATERIAL_0490,EQUIPMENT_0047,Copper,HUB_043,66,240587,13.344697226729947,3210560.6716872775,1,0,Multi-sourced,Crosses a hub
1794,RAW_MATERIAL_0101,EQUIPMENT_0047,Bulk chemical,,56,382195,10.269418443439742,3924920.3819904523,2,0,Multi-sourced,Direct
1795,RAW_MATERIAL_0244,EQUIPMENT_0047,Bulk chemical,,49,108930,10.258864070506633,1117498.0632002875,2,0,Multi-sourced,Direct
1796,RAW_MATERIAL_0321,EQUIPMENT_0047,Bulk chemical,HUB_026,66,2797507,9.65303577851977,27004435.16165951,2,0,Multi-sourced,Crosses a hub
1797,RAW_MATERIAL_0002,EQUIPMENT_0048,Rare earth elements,HUB_019,60,23910,69.00182334382538,1649833.5961508648,1,0,Multi-sourced,Crosses a hub
1798,RAW_MATERIAL_0406,EQUIPMENT_0048,Rare earth elements,HUB_000,88,39376,79.32528462912988,3123512.407556618,1,0,Multi-sourced,Crosses a hub
1799,RAW_MATERIAL_0027,EQUIPMENT_0048,Copper,HUB_031,111,561020,7.714082444649274,4327754.533097136,3,0,Multi-sourced,Crosses a hub
1800,RAW_MATERIAL_0336,EQUIPMENT_0048,Copper,,50,982014,6.17701256905771,6065912.820990638,3,0,Multi-sourced,Direct
1801,RAW_MATERIAL_0161,EQUIPMENT_0048,Copper,HUB_034,103,109227,8.868656846878524,968696.7814140006,3,0,Multi-sourced,Crosses a hub
1802,RAW_MATERIAL_0289,EQUIPMENT_0048,Copper,HUB_010,73,206630,6.613608272527624,1366569.877352383,3,0,Multi-sourced,Crosses a hub
1803,RAW_MATERIAL_0104,EQUIPMENT_0050,Copper,HUB_036,57,214432,11.029465210175012,2365070.2839482483,3,0,Multi-sourced,Crosses a hub
1804,RAW_MATERIAL_0289,EQUIPMENT_0050,Copper,HUB_033,84,572720,9.01561915060279,5163425.39993323,3,0,Multi-sourced,Crosses a hub
1805,RAW_MATERIAL_0229,EQUIPMENT_0050,Copper,HUB_015,77,239113,10.78107657442212,2577895.562939796,3,0,Multi-sourced,Crosses a hub
1806,RAW_MATERIAL_0027,EQUIPMENT_0050,Copper,,77,869083,10.858794802384091,9437193.963240374,3,0,Multi-sourced,Direct
1807,RAW_MATERIAL_0505,EQUIPMENT_0051,Bulk chemical,,62,292898,11.753918376793893,3442699.1847261777,1,0,Multi-sourced,Direct
1808,RAW_MATERIAL_0114,EQUIPMENT_0051,Bulk chemical,,53,1265932,7.2987098501125995,9239670.357972743,1,0,Multi-sourced,Direct
1809,RAW_MATERIAL_0406,EQUIPMENT_0052,Rare earth elements,,54,72152,78.41778809960194,5658000.246962478,1,0,Multi-sourced,Direct
1810,RAW_MATERIAL_0457,EQUIPMENT_0052,Rare earth elements,,61,28997,63.93949390743997,1854053.5048340368,1,0,Multi-sourced,Direct
1811,RAW_MATERIAL_0141,EQUIPMENT_0053,Rare earth elements,HUB_000,103,43106,94.24182488578431,4062388.1035266183,1,0,Multi-sourced,Crosses a hub
1812,RAW_MATERIAL_0084,EQUIPMENT_0053,Rare earth elements,HUB_015,91,5414,75.18919325084036,407074.2922600497,1,0,Multi-sourced,Crosses a hub
1813,RAW_MATERIAL_0289,EQUIPMENT_0053,Copper,HUB_011,55,435833,9.623644669608423,4194301.9272894477,2,0,Multi-sourced,Crosses a hub
1814,RAW_MATERIAL_0485,EQUIPMENT_0053,Copper,,63,224547,9.094907735480529,2042234.2472789465,2,0,Multi-sourced,Direct
1815,RAW_MATERIAL_0200,EQUIPMENT_0053,Copper,HUB_010,94,416216,10.689393980210317,4449096.804867217,2,0,Multi-sourced,Crosses a hub
1816,RAW_MATERIAL_0173,EQUIPMENT_0054,Rare earth elements,,47,10334,89.3257991065087,923092.8079666608,2,0,Multi-sourced,Direct
1817,RAW_MATERIAL_0084,EQUIPMENT_0054,Rare earth elements,HUB_015,94,28703,107.26073927302218,3078704.9993535555,2,0,Multi-sourced,Crosses a hub
1818,RAW_MATERIAL_0122,EQUIPMENT_0054,Rare earth elements,HUB_015,92,7687,82.81584332148087,636605.3876122234,2,0,Multi-sourced,Crosses a hub
1819,RAW_MATERIAL_0289,EQUIPMENT_0054,Copper,HUB_011,68,381198,7.766733133928229,2960663.137187173,0,1,Sole-sourced,Crosses a hub
1820,RAW_MATERIAL_0161,EQUIPMENT_0057,Copper,HUB_019,65,1016763,8.12768006019293,8263924.361041944,1,0,Multi-sourced,Crosses a hub
1821,RAW_MATERIAL_0433,EQUIPMENT_0057,Copper,,58,23610,6.9788274729443796,164770.11663621682,1,0,Multi-sourced,Direct
1822,RAW_MATERIAL_0045,EQUIPMENT_0059,Rare earth elements,HUB_011,75,11842,91.93076297825415,1088644.0951884857,1,0,Multi-sourced,Crosses a hub
1823,RAW_MATERIAL_0308,EQUIPMENT_0059,Rare earth elements,HUB_011,78,31602,93.28250958179156,2947913.8678037766,1,0,Multi-sourced,Crosses a hub
1824,RAW_MATERIAL_0289,EQUIPMENT_0059,Copper,HUB_023,88,376336,9.324431185908146,3509119.1347799283,2,0,Multi-sourced,Crosses a hub
1825,RAW_MATERIAL_0064,EQUIPMENT_0059,Copper,HUB_023,104,894715,13.144411730200183,11760502.341186056,2,0,Multi-sourced,Crosses a hub
1826,RAW_MATERIAL_0194,EQUIPMENT_0059,Copper,HUB_036,96,264283,7.6061585730855485,2010178.406170768,2,0,Multi-sourced,Crosses a hub
1827,RAW_MATERIAL_0510,EQUIPMENT_0060,Rare earth elements,HUB_023,97,63367,66.04393252873699,4185005.872548477,0,1,Sole-sourced,Crosses a hub
1828,RAW_MATERIAL_0289,EQUIPMENT_0060,Copper,HUB_023,109,899844,8.955869908876831,8058885.802283363,1,0,Multi-sourced,Crosses a hub
1829,RAW_MATERIAL_0444,EQUIPMENT_0060,Copper,HUB_036,84,148672,11.54859061812084,1716952.0643772616,1,0,Multi-sourced,Crosses a hub
